,filename,line_no,avg_line_len,max_line_len,avg_indentation,max_indentation,avg_numbers,avg_comments,max_numbers,avg_periods,avg_commas,avg_spaces,avg_parentheses,avg_arithmetic_operators,avg_comparison_operators,avg_assignments,avg_branches,avg_loops,avg_keywords,max_keywords,avg_blank_lines,max_occurrence_of_character,avg_vars_len,max_vars_len,avg_vars_count,max_vars_count,max_occurence_of_var,vars
0,snippet1,15,55.93333333333333,107,4.266666666666667,19,1.6666666666666667,0.4,4,0.5333333333333333,0.26666666666666666,5.266666666666667,3.466666666666667,0.5333333333333333,1.4666666666666666,1.4666666666666666,0.06666666666666667,0.0,1.5333333333333334,4,0.06666666666666667,51,5.0,5,0.0,0,0,fixme
1,snippet2,16,103.5,112,1.4375,2,2.5,0.0,3,4.125,0.9375,5.0625,6.125,0.5625,2.5625,2.5625,0.0,0.0,2.5,4,0.0,14,5.0,5,0.0,0,0,fixme
2,snippet3,16,47.0,109,0.0,0,0.625,0.75,3,0.25,0.6875,5.6875,1.25,0.3125,0.3125,0.3125,0.0,0.0625,0.6875,3,0.25,14,5.0,5,0.0,0,0,fixme
3,snippet4,15,34.733333333333334,89,4.533333333333333,8,0.0,0.0,0,0.2,0.7333333333333333,7.6,2.8,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,0.26666666666666666,2,0.13333333333333333,17,5.0,5,0.0,0,0,fixme
4,snippet5,12,28.333333333333332,99,3.0,6,0.08333333333333333,0.0,1,0.08333333333333333,0.5833333333333334,5.75,2.8333333333333335,0.25,0.25,1.0,0.0,0.0,0.6666666666666666,3,0.0,19,5.0,5,0.0,0,0,fixme
5,snippet6,18,53.22222222222222,119,11.11111111111111,57,1.0555555555555556,0.0,4,0.3888888888888889,1.4444444444444444,14.555555555555555,2.7777777777777777,0.6666666666666666,0.0,1.8888888888888888,0.0,0.0,0.5,1,0.0,69,5.0,5,0.0,0,0,fixme
6,snippet7,18,30.0,69,2.0,8,0.1111111111111111,0.1111111111111111,1,0.5,0.3888888888888889,3.888888888888889,3.888888888888889,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.05555555555555555,1.4444444444444444,4,0.05555555555555555,12,5.0,5,0.0,0,0,fixme
7,snippet8,17,29.41176470588235,62,1.7647058823529411,4,0.23529411764705882,0.23529411764705882,2,0.47058823529411764,0.23529411764705882,4.764705882352941,2.8823529411764706,0.35294117647058826,0.4117647058823529,0.47058823529411764,0.17647058823529413,0.0,0.7058823529411765,4,0.11764705882352941,14,5.0,5,0.0,0,0,fixme
8,snippet9,16,77.125,224,0.0,0,3.25,0.375,26,2.0625,4.25,5.6875,3.125,0.125,0.375,1.3125,0.0,0.125,1.375,5,0.1875,22,5.0,5,0.0,0,0,fixme
9,snippet10,17,36.0,61,0.35294117647058826,2,0.8235294117647058,0.23529411764705882,4,0.35294117647058826,0.5882352941176471,3.0588235294117645,1.8823529411764706,0.6470588235294118,0.8235294117647058,0.7647058823529411,0.058823529411764705,0.11764705882352941,1.0588235294117647,4,0.058823529411764705,16,5.0,5,0.0,0,0,fixme
